user_id,book_id
8950,9001
5939,210
5916,9830
9489,8474
6908,9001
9592,776
9605,1111
9621,1111
9645,210
9464,4393
9679,2645
9701,1698
7374,4497
7639,2579
3974,4497
5082,4393
5286,4297
5286,1338
9544,6048
7548,8264
9600,5685
9892,8264
9892,4542
8435,6967
8745,9473
9962,210
9958,4393
10001,1111
3797,7387
10046,8693
8290,3095
4421,4393
10101,9473
9888,4242
4243,6995
10178,1111
1691,8643
2453,9313
10236,6196
1072,8987
10340,1111
9430,4393
10405,1111
10417,4989
4817,7387
10028,9313
6112,3967
8927,210
10441,9138
10438,1111
10478,7637
10321,4393
10515,1111
10477,4393
4081,9443
9740,9001
5777,3531
10583,1111
6433,9001
4425,7038
10619,1111
5447,6956
5939,9001
9236,2778
4243,5472
4167,6963
9950,3220
471,5313
10729,4557
10353,2444
10353,4872
9936,4660
10758,1111
10799,4337
10827,1111
72,2579
10883,5112
10857,3095
10857,210
10939,1111
10408,5313
9958,2283
10935,4393
11002,2283
11027,1111
10959,7194
8747,8643
11066,2697
6090,5948
8457,4679
10805,1111
11108,3220
1965,4660
5281,210
10981,9473
10935,5757
3746,2697
3439,2697
8369,4393
11144,1338
8369,6967
2312,9111
4817,210
11182,2021
11215,4557
11216,210
11224,4337
7265,2701
7265,4989
9087,2283
630,1292
11305,1338
8772,4557
6451,8693
3278,9503
10088,2507
8068,3265
11070,8693
11490,1111
11392,2021
3035,1338
11096,4297
9381,9692
8198,2697
8369,7194
8369,7252
8369,9284
9381,5759
8130,9692
8927,5271
5444,4170
11568,3289
11496,4557
5444,5472
11723,210
10585,2697
4979,210
9958,1958
11763,1111
10792,6956
1362,5759
1362,6403
667,6049
6004,5112
5786,5759
11962,2778
11884,2697
11002,2697
10057,2697
7953,1338
12013,2021
12013,1111
12034,2579
12034,9473
12039,5759
12044,2376
12070,9863
12047,2507
9949,1958
12137,1111
12139,1111
12158,1111
7370,4393
5189,6049
12198,1111
1227,7038
12239,2697
11903,3289
11615,8512
9638,1958
1441,9313
12098,1338
7753,1338
11826,2778
12284,210
12302,210
6836,2645
12039,4573
12039,6635
10778,1958
5721,4038
12359,3075
6401,4557
8037,6678
12433,4170
12433,2697
12438,2645
12446,210
1701,5385
12491,1338
12463,1754
12530,1111
12180,9692
9311,8568
10641,210
12574,6049
12583,9692
12389,4393
11666,210
12590,4337
3527,6956
2711,210
6631,2579
9405,5533
12650,3775
12047,4497
9759,5533
621,4337
4868,1111
11827,4497
10654,5533
9649,2579
7344,1698
10482,4573
10482,5271
11884,9692
6733,2579
9387,4393
9387,3289
5939,4170
12729,5759
12903,2283
12903,5757
12729,4170
12729,2697
12891,3289
12891,3967
12891,2697
12524,5533
12524,2697
12524,2283
12749,6635
12943,3716
12944,210
10729,8405
1068,2444
12524,9692
10518,9148
10518,5264
10027,2697
13049,1111
13045,4872
2522,9830
10778,1559
13108,1754
3834,4660
12749,1958
13125,5271
12816,210
12631,5271
10103,4393
13187,1958
13187,7617
13210,3220
13221,9503
10064,6963
13236,3030
10030,5759
13125,5759
7783,2645
12909,9687
3178,1559
12858,9692
6390,2697
10383,904
13364,1754
13382,1111
12208,1559
11666,2701
13321,1958
8724,210
13406,1111
11131,8693
4624,8693
436,5948
13485,2697
4624,9137
9929,9692
5422,9503
13535,5271
13271,9503
13637,5759
10456,1958
13664,1111
2928,2579
13682,1111
10869,4088
5403,5133
13701,6725
13700,9073
12017,4242
10153,4872
13569,4038
13525,8405
4591,4088
13312,4573
13784,1111
12577,3289
13804,6635
11503,4839
13831,9148
13831,3265
13831,6048
13865,3735
5290,9137
13701,5264
13885,4872
13899,1754
13899,4573
8108,5133
6860,4170
13927,6391
10383,5271
13960,5112
6605,2697
13969,2697
13969,4170
13969,2283
11858,4679
9092,5133
13731,3775
14047,1111
10430,5759
13875,2283
5374,5264
14070,4393
14070,2697
14070,2283
14080,1111
11666,6048
5771,8183
6536,9355
14139,210
14139,1958
14139,1780
12672,4170
11083,7023
11083,2778
14182,7387
2325,6049
14098,4872
14219,210
6218,7617
10103,7617
10103,1559
14380,1958
6819,4839
12921,2579
6928,6725
12667,2697
8914,5271
9665,8705
13273,9111
14492,3095
12078,1754
12140,8201
10357,1958
14572,4660
6774,4839
14592,210
14592,1958
6112,7617
13600,9443
3693,4839
8690,1559
13773,1780
13773,9692
14707,1111
9064,2021
3839,8693
509,4497
5939,9443
14479,8405
5302,6447
14807,5271
14819,9692
9075,5685
11117,9692
14505,1958
9899,210
14846,4663
13568,5759
13152,2697
11690,4542
14877,9313
14870,1958
7413,3775
12886,7617
14887,2283
13969,4573
13969,7617
54,8693
9055,5472
3684,8965
14993,2149
4963,4872
15023,1111
15052,6403
6720,5759
2135,4497
15163,1111
8762,9137
15023,2021
15191,1111
10441,7617
14850,9073
478,8397
8738,4088
2668,6049
5006,3095
9491,2956
15279,1958
15329,1958
15330,3289
14992,5533
9683,7617
14380,4573
14380,9355
10103,9920
4245,3265
15463,4088
14876,4497
13299,1958
14887,1958
15597,1111
15405,5271
15405,5264
1480,1292
15609,1111
15609,5264
12012,8512
15650,4872
15672,1559
15699,1111
11020,4542
13803,1559
13788,1958
6472,9355
13788,210
15850,2606
15853,5061
1806,8405
12026,2444
13312,4393
15878,5245
14812,9137
13312,1780
6076,1958
15951,5759
13504,6049
15958,1111
12482,9920
14902,6049
15979,776
12749,2283
15984,2376
16011,2645
16015,2655
15436,1559
15436,2283
16022,2579
14823,9920
500,5245
10792,210
16058,4497
10030,1958
15958,3531
16113,1829
16117,2697
16117,1559
14157,7387
13312,1559
6347,210
13567,4573
11892,5533
16119,2579
12209,7489
10725,1559
16191,2397
14139,9692
14139,4170
14661,6407
16211,5757
12694,1419
16232,8934
16242,7489
3990,2444
9036,2444
16252,8183
16252,9920
16143,2507
7412,9137
10725,7387
6393,4497
9003,7927
2968,2507
2968,4170
9959,6967
16271,2507
7561,210
5736,6995
13212,8643
8200,2579
8200,2753
16272,1419
12801,2283
15585,2444
14156,5757
14156,5264
2131,2579
12599,2444
12599,5873
11954,210
8904,776
10075,6963
3923,5385
11959,9692
11959,1780
11959,1958
11512,9524
11512,3894
11512,4919
14135,210
12392,7922
12392,6196
13307,5757
12631,9148
16344,210
16242,4287
15858,8693
15858,5133
16089,2444
12789,8693
14953,9692
11094,2283
14998,4393
13358,4679
13358,4170
14139,3289
14139,6635
13371,5757
16397,4170
8661,6967
14479,7023
6054,210
13337,1780
16421,8693
16449,1559
16458,2579
15484,1698
16450,3894
12235,2507
7207,2444
16464,1419
16494,7927
16381,6016
15775,2444
16381,4393
9066,7023
9066,9341
16527,1111
11914,9692
9393,8405
16522,4497
16522,2507
16533,8264
9343,1780
16494,210
16545,4919
16542,9313
12392,2283
12392,3289
9144,3289
15977,5685
16564,1698
16564,7922
16564,2778
614,2444
15713,4557
16579,2444
15469,2753
16597,8539
16597,1419
16602,2444
14151,4573
16617,8568
13704,5133
16638,8201
16159,210
5413,3775
6525,2579
16664,3716
16584,1698
11700,4170
16704,2579
16732,4663
16732,8731
16750,8451
14998,5544
1954,9148
7981,4287
16764,1958
16764,1559
16764,9692
16764,2697
16764,9687
16764,6635
16764,5533
12852,5245
16766,6049
16766,2579
16013,776
15569,5133
16791,9473
15594,1958
15594,1559
15594,2283
16260,9138
16819,9313
16846,7385
16857,6995
14401,5533
16860,210
16860,3289
10986,2283
10986,4573
16870,5685
16613,5533
16882,6963
11405,9355
16911,9390
16785,4954
16790,9524
16934,5133
16937,5757
16937,2697
15746,2697
16961,210
16976,8643
16978,2753
16978,4035
16978,4389
16978,5745
16978,7385
16978,8201
16978,4839
16985,6218
16862,2444
16641,4170
17020,4393
16725,8032
16982,210
17028,2697
3648,1698
11129,8397
10019,2149
16601,5757
10986,1559
13672,6049
17090,4242
17094,2579
13605,1780
13605,4393
13605,2697
13605,5757
13312,9692
17117,3591
10975,4170
17124,2444
17125,2579
17130,6218
17130,1698
17130,1419
13569,4170
13569,7387
12443,1338
17107,1338
7803,1111
17161,1698
17187,4884
17201,6967
17201,5533
17201,6048
17201,6725
17201,4393
12713,5685
10304,2444
17210,7489
17212,9390
3275,1723
11572,6725
11572,4170
12593,1559
7688,8693
17249,210
17253,9489
17257,954
17257,7922
17257,4088
12214,3289
12205,5133
14085,2606
10603,3775
15687,1958
4865,4839
17291,6196
10507,4884
10465,1698
15049,7500
17310,9920
17310,4393
17315,5133
16449,6725
7903,6224
12546,2283
17325,4497
17325,9920
17281,1111
17330,2753
17330,4035
17276,7387
17276,4393
13876,1958
17337,4393
15426,2778
17353,1111
4625,8705
17142,2283
17379,9148
17382,210
17384,6963
17241,9370
17403,2778
15029,7624
17353,5264
16026,7884
16975,2701
17409,2444
17409,2579
14135,1111
17430,1419
15922,2778
17401,5544
17440,3075
17445,210
17208,5133
16641,5759
13569,2283
17334,3220
17472,7385
17472,8201
17470,8693
17476,2753
17476,4035
17476,5745
17476,8201
17481,2778
17456,1780
14082,9390
14082,4884
17493,2376
17508,210
15330,9692
15028,1338
15028,7500
17527,2579
17541,4660
17556,7884
17556,1111
17556,3894
17531,4660
17555,8405
17560,9148
17560,4679
17560,7637
17565,2579
16526,6725
17577,2444
17587,5133
17587,4884
1470,2701
1470,4989
17603,1698
17499,5544
13899,1780
13899,9687
17431,2283
11075,6751
17647,4884
17647,7637
12306,1780
13069,6956
17659,9390
17659,4497
17682,210
17682,4679
2033,210
17696,9524
17696,9370
17696,4919
17696,9416
4353,4170
17554,1780
17701,1698
17701,7884
17701,1382
15270,9370
17730,1698
17669,9416
2849,9051
17752,1111
17758,5313
16174,4170
17762,1698
17767,4242
15675,2444
17790,776
17775,2579
17788,1698
17788,1419
8645,5759
8688,2778
17823,2778
11700,210
17823,4573
6347,4884
17005,4839
10879,2149
17840,4884
17842,8423
17842,7922
17848,2376
15384,1419
14482,8272
15270,2364
17862,7023
12246,210
17895,2579
163,8643
13720,5544
17903,2956
16617,8670
17909,5757
8620,8568
17876,5867
10357,1559
17938,1111
17880,7922
17880,3289
17952,2579
17913,5544
17961,6186
17962,2507
17961,1419
16923,3716
17965,9111
11273,1419
11273,1698
11434,1559
18000,8183
16938,2507
17990,8032
16677,4497
18026,1780
18026,2283
18026,2956
18026,4170
6653,9313
18040,6196
18051,1559
3016,7500
8268,2507
8268,4497
17981,1958
16042,4497
11967,5264
11967,5533
10602,7194
18080,2778
18088,2444
18089,5757
18089,2283
18089,4393
10190,2645
8375,9742
11434,5757
12569,5867
10973,210
14139,1559
18117,1698
13568,1559
11914,5544
9464,4456
18163,4242
17554,1559
18166,3716
18171,1958
18171,4170
18171,4393
16026,210
18187,954
18187,2021
18187,992
18187,3075
17766,9111
18192,9111
15402,7884
16851,2701
11310,4456
18203,7500
18201,8272
6913,9920
15149,1958
18253,1382
16567,9350
18255,9390
18256,9313
17591,4497
17823,9341
14038,6048
18272,3775
3191,7038
10446,2444
17444,5264
18246,4497
18300,2697
18301,4663
18186,9313
18304,1958
11434,7922
18304,5757
18314,6186
16300,210
18306,6668
18322,210
18334,904
18334,4954
2368,9111
3449,1958
9209,2149
18367,3735
18375,7038
15270,2659
15270,5850
18057,7884
17203,5533
15776,9313
18401,6196
18405,8705
18419,776
17503,9524
16557,4573
18457,2444
18457,8934
18464,2778
2982,4497
7775,8183
7775,3591
7775,7489
18510,1698
13718,210
13718,2697
16557,904
18537,9503
18569,4919
18576,2753
18576,4389
18576,5745
18576,7385
18576,8201
18582,3775
17503,3894
11522,4884
17503,4557
11700,2868
16666,7038
10368,5757
18601,1829
9533,2868
18624,6635
18624,210
18548,4557
18638,8731
18592,5313
2711,2149
18662,9390
15149,2283
18676,2579
13145,6967
13145,2697
18697,4663
10811,2397
16814,5112
18701,9148
18705,2753
18705,4035
18705,4389
18701,5850
18728,2579
18729,210
8115,2444
13577,8405
10301,2444
18701,6967
18701,4679
18532,5544
11914,4954
5220,1958
18799,3967
18800,2444
18802,7038
8936,4170
18788,9390
18811,2397
18827,7325
4549,9313
18630,6447
18815,6196
18847,7884
11373,6367
17386,1780
18849,8397
18853,2397
18895,4919
18895,2778
15809,5472
18909,3075
14286,9443
16791,3716
7239,1958
7239,7617
4616,2507
16210,4884
16210,2507
11882,3716
3045,1958
18967,2364
18968,992
18949,9313
14416,3753
17721,2397
16666,1698
18895,5544
13568,4456
7482,1780
18985,1419
19021,9760
19032,1382
19044,4663
19046,7884
18895,7023
3620,2283
19068,210
19068,3265
19085,210
19099,4393
19112,5264
14812,9760
17427,7325
19136,776
19137,3716
19137,7884
19137,4795
19124,1419
16674,8693
18246,9982
19164,1382
19182,2444
15436,4456
19201,6967
19227,210
14636,4497
19246,2397
19275,1419
19266,1111
19266,4389
19266,2444
3329,9313
3329,6807
875,8405
19280,9503
12106,210
19005,7884
19279,8032
19322,4242
19161,2444
19338,2778
19285,3775
10834,4497
18701,3265
19312,2645
19390,4884
19391,3465
19353,4872
19403,4393
19403,2283
19403,5533
19403,4679
19403,4170
19403,9148
19350,210
10861,5533
19406,2283
9542,2149
19407,4795
7196,776
19425,210
19049,9982
19049,6725
3833,5789
19488,2778
19491,2697
19491,9692
18246,7624
19485,1419
13718,4393
19491,9687
8739,5544
19520,4663
19521,1958
19528,2579
17679,4839
3463,1338
17903,2778
19552,8067
18951,9343
11769,5757
12644,9390
12644,7637
19403,2697
14837,7038
19581,2507
19590,2444
16472,4919
14536,7617
19615,3220
19615,5533
19619,6967
19619,7023
19619,1958
19595,7023
19636,6447
19657,3148
19664,8539
19664,3716
14043,1559
19669,5003
19476,4542
12985,2283
12985,4573
12985,1559
19685,7884
19687,6725
13923,2868
19670,1698
13385,9524
13385,2283
13385,3265
19713,2753
11924,1723
7423,4497
19723,3009
13045,6367
684,3775
19731,7489
19731,9503
9365,6367
19727,5850
18784,3894
19260,4663
19752,3148
14368,4884
19759,8451
19786,9687
11283,1559
19802,4456
19802,1559
9716,8568
18310,5271
19831,8731
19194,1958
19841,6807
19841,4884
19850,2579
19850,3148
13240,1338
11762,99
19871,6367
19890,5313
19890,5544
8432,1559
19915,2283
19915,3967
16828,8405
12251,4456
12251,1559
7239,6956
19940,2579
19579,210
19915,9148
19953,6668
19953,4884
17798,6967
17798,2697
10456,3265
14251,9148
14251,5757
19721,5544
19651,2507
18241,2149
19979,2444
2151,7489
19766,3265
19987,3591
8311,4497
6937,5133
20015,9489
9871,7884
20019,1419
20020,7489
18309,2444
20039,4170
20039,7617
20039,7387
16526,6967
9455,1559
19474,1698
20066,9524
8725,7387
20071,2444
16227,5544
13652,2701
20085,1559
20085,4456
15327,7387
20107,3265
3689,210
20124,7922
20124,2956
20137,2283
20137,6391
3162,9313
3162,4872
12132,4456
20194,8539
20200,5313
20245,7500
20251,4456
20254,1419
20063,1419
20063,1698
20262,9390
20293,8731
20279,1382
20304,2444
20304,1338
20308,904
5665,2579
20087,1698
20352,2376
20294,5271
17813,2579
20388,8451
20389,7385
9455,8458
20400,4170
13136,2507
20421,1419
20046,1958
17586,210
20440,4743
20440,5245
20449,5533
19061,2579
20477,4497
20478,2444
20449,5271
20449,2701
20449,4989
20512,9416
20512,4456
15800,3300
11860,210
20536,2444
10368,5544
20546,4884
20531,2579
13434,3300
20590,4393
20590,1780
20593,5003
20596,2444
20604,3716
20604,4795
20608,9313
8793,5133
14311,6218
20612,3716
5915,2283
11309,1780
11309,5533
11309,5757
1530,4663
20667,1829
20667,1419
20670,1419
20671,7922
20672,3716
8724,1958
14311,3735
14311,1419
16158,3735
13169,9390
17859,8183
20733,2579
20762,4287
15084,5533
20785,8201
20785,1338
10715,1958
18364,8397
20815,2444
1470,9503
13930,4456
20618,8539
20618,210
20832,7884
5776,2444
16682,1698
20883,7927
20894,4337
20907,7922
6156,4389
20904,6218
20224,8693
5088,9390
19387,2444
7371,1829
20761,4497
9452,1780
17858,4660
20938,4497
16306,5757
16306,4456
20719,6557
16984,5533
15451,5079
20956,3591
13343,4456
20984,4795
20984,6807
20997,9048
21004,4884
11564,1698
21008,4497
9871,3716
16078,4497
21066,5112
21076,5061
16940,5544
21113,2283
21115,1958
21115,9692
21115,4573
5430,7038
21132,5133
18729,5533
21137,8512
19959,3894
21162,6447
20977,4679
20977,5264
21121,7884
21014,99
21183,4035
21185,6391
21185,3894
21185,4919
21185,9524
21185,4839
21186,1419
21183,2444
21188,2697
21188,4573
21189,9524
21193,3148
21193,9459
21191,5079
10456,1780
21212,3967
10400,2444
21113,9692
17471,210
17471,7387
21262,1698
21162,5544
13721,99
18640,4679
21168,2364
21168,2778
17382,6048
21320,2753
21320,4389
21320,5745
7203,8038
21335,1382
21335,3716
12111,8272
21353,4795
20901,9343
21355,7927
21307,4884
21383,6367
21388,1829
7243,2283
21113,4456
21408,1829
21408,8539
21348,5313
9937,8731
21377,4497
21471,2579
21476,1382
21476,2376
21476,1698
21476,6196
4613,4884
7888,210
21058,9742
11342,4663
3509,6956
21509,7038
21512,7500
21515,8272
21521,7884
21505,4919
8857,1723
21529,1382
20875,1559
21188,9687
21188,9355
21541,2753
21541,4035
21541,4389
21541,5745
21541,8201
21557,2697
21557,4170
16699,2507
21560,6776
21569,3591
21569,2444
21451,1559
3629,1698
19800,1419
18861,8380
21588,1338
21589,9350
21589,2444
21597,1382
7903,99
21605,6218
16381,2697
21642,3591
19849,2697
21654,6367
17376,2283
21657,7884
19300,4557
20879,4872
20879,2701
21656,5264
21656,210
21687,2753
21692,5533
21694,2364
21692,4679
21606,6224
21700,9001
21702,6196
21702,5313
20815,3300
20570,9370
21712,776
21288,4954
21606,7023
15667,9863
21734,3716
21749,2444
12331,4170
12331,3289
18667,9524
21227,2579
12227,4497
10456,8509
6396,2507
21786,1829
21791,1111
21659,5757
21808,7038
21819,8474
47337,210
47337,3967
47337,6403
16407,2697
21752,8670
12858,1780
21113,8183
21857,7500
21129,2444
21892,1559
16094,6725
20236,8423
20236,8272
21933,6196
13605,2283
13605,4573
17382,6967
16060,1559
21956,8201
21956,7385
21920,8343
21920,2397
21958,2579
21940,6403
15145,2444
21971,5685
21848,6367
21848,2444
21625,2397
19906,210
12898,2868
22009,9001
21782,210
14555,992
22015,4389
22023,4663
17389,7500
19273,3300
22048,4557
22048,3894
10456,7387
22060,8032
19769,904
13924,5271
2052,4884
18036,4456
18036,1559
22071,4518
22071,8539
18143,7023
18143,3289
22008,2444
2988,843
22129,5264
22128,6224
22131,7884
17338,2444
11288,8458
22168,9313
3145,9443
22180,1780
22180,2697
22180,9692
22028,4573
22028,2283
14058,904
21502,4518
16866,5533
22048,1111
22048,4884
22199,7884
19796,5757
22199,5264
5902,8423
22214,2283
13136,2364
7814,1111
21511,2397
22256,210
19796,1780
21495,3300
22290,4919
22242,9350
7957,99
22042,6048
21482,4795
21482,7884
21482,210
20041,3300
20712,99
16068,4679
20691,7884
22328,3531
21810,6751
14807,2283
22040,5544
17638,4497
22368,1559
22390,776
13949,4456
13949,5533
16293,5271
22398,2579
22386,3735
22366,2444
10202,843
22412,1559
22442,2868
22443,5133
22443,5745
14373,1559
22451,1754
21524,5544
22459,5544
22464,2697
22464,7387
22464,5533
22463,2444
22471,5544
17064,2149
18647,1723
22479,6218
22483,4497
22489,1338
22521,1419
11832,5789
22542,2444
7204,5472
22464,2283
22464,9138
22464,5757
20216,7023
20216,8423
22576,2778
22586,8201
22616,2376
10085,4497
22655,5110
22655,7325
17723,2606
13136,8405
22662,5264
22677,2444
16094,1559
22701,9048
22704,7038
22713,210
22713,3894
22713,6967
22713,6725
22042,4497
18310,5264
19258,210
19258,4170
22729,3735
22729,5313
22735,2697
22739,9687
22739,4170
22740,4035
22740,7385
22583,9390
21121,1419
17190,4954
18803,6433
21085,3894
21996,2659
22837,2701
6867,4497
14596,99
22459,1780
6004,99
22855,2697
18935,2645
22418,8272
22631,9920
7760,9524
22631,1559
8658,5313
22911,2868
22911,4393
22928,2444
22093,99
22944,8693
22944,4497
21357,5271
21357,1559
21357,9390
22978,2868
22978,6967
22978,5533
22978,2778
22985,7385
22985,3591
22988,1698
21308,4393
22998,2444
22870,1780
22870,2283
21168,4954
23011,2283
19255,99
23027,7624
23027,9073
23039,1382
23039,7038
23062,9138
23062,210
23073,4497
23086,1382
23095,7489
23100,2444
23101,2444
23116,2397
23074,9920
2217,99
23145,1559
17947,9370
23176,7385
17857,3300
23191,9313
19804,4497
23197,776
23199,5079
23145,2697
23145,1780
23246,9390
22718,5271
23268,3591
23275,210
23282,6196
5960,99
23282,1419
23282,2444
4933,8032
23265,2655
23295,1958
22728,2868
23282,5110
23295,4456
23295,1559
23021,4884
23336,5264
23336,2444
3931,2507
20308,8458
23362,9416
23362,1111
23371,2606
9236,8183
23387,2283
23387,4573
3682,99
22855,5112
1379,99
18330,1829
23254,3591
13411,1559
23427,2444
23430,1419
23464,3716
23467,6678
23475,9416
23475,5112
23478,2579
23091,8458
23240,3775
22192,1698
15712,5112
20585,2444
23533,5533
17399,99
21380,99
23450,6196
23558,8539
21457,9048
23595,4795
23474,7385
12131,9687
13348,1958
23505,9687
6921,1419
4069,4049
11666,99
23301,8272
21892,99
23663,8183
5907,6963
5907,2444
23678,9489
23687,4497
23690,5264
23690,8343
23657,2659
23705,5133
21787,2659
23652,8183
23652,4663
23697,5264
23697,904
23657,1754
23439,6807
23713,8272
23716,4170
23548,5544
23716,5757
23716,1780
23716,3030
23716,9692
23716,7837
23716,5544
23716,6016
23723,5264
21467,1958
21151,5867
23740,2753
23740,4035
23757,7884
23789,3894
23792,3591
23793,1559
23793,4573
757,3300
19951,4663
23816,9390
23821,7500
23821,4660
23821,2444
23756,4170
20137,99
23826,5110
13869,6049
23832,4242
23850,7500
13205,4557
23858,1780
23875,4557
23879,2397
23888,5102
23897,7884
23900,2397
21238,4660
22186,6967
23902,6403
23196,2868
23937,7325
23937,6048
21740,5948
23944,2397
12829,904
23958,2579
23951,5102
23965,1559
21685,8693
23981,6367
23985,8731
23756,1754
23756,9692
23965,4170
24012,2753
24010,3716
24015,4456
24028,2283
24028,4573
24036,2697
23999,4049
11077,4839
20795,904
23901,6196
24068,3735
2125,9313
23793,5533
24094,1292
24118,6367
24118,2579
24118,4035
670,6049
7527,1134
7527,7252
24124,4035
24132,4660
24133,2444
24135,2444
24147,5533
22915,2507
24156,5533
24174,1698
24178,2444
24178,4393
24178,2283
24188,7884
12747,99
24183,9355
24191,2444
24002,7038
19674,4287
19244,3465
19244,8731
24179,4518
24179,1111
24226,3110
241,2507
24208,1698
24246,8539
24156,4170
24050,8731
18329,99
11321,2149
8152,2579
4687,843
11073,1134
20840,2444
13602,210
24341,8458
23756,2868
24354,5745
24354,904
24363,2376
24199,7617
24375,5264
24394,5264
24394,5544
18784,99
21218,9355
24420,2697
19619,99
14515,9355
14896,904
14955,99
24199,2697
15515,8397
24442,2697
24442,5544
24449,4497
24459,9343
24459,1698
24467,2444
24483,1829
4754,99
17246,4884
24424,2283
24512,8693
21474,4497
24532,9416
24156,6725
18226,3531
19070,9681
14135,2778
24535,9416
24562,6455
24559,2397
22842,7387
24462,2444
17963,5264
24337,99
24612,4170
22558,99
24607,8509
24607,4573
22558,210
22475,6447
22033,4497
10436,99
24682,210
24693,1698
24693,3735
24696,7038
22055,2444
23733,904
24703,2753
24704,9390
24707,2655
8586,1419
9882,99
24719,1723
17623,776
24744,5757
24744,9687
24744,2697
24744,4573
24751,9390
19318,4456
12534,2606
12534,5217
24776,4088
23801,7387
24776,210
24784,1698
24784,6196
24793,9370
11540,8568
24818,5313
24824,2697
24824,4170
24825,2444
24828,2753
24828,4389
24828,5745
24828,7385
23734,1559
19822,99
18610,6048
24785,8568
14431,1559
22958,1111
24877,2444
24877,7023
23947,2376
23947,1958
24428,2579
19950,4456
24868,3300
24864,2507
17502,3775
24909,3716
24909,8539
24909,7884
17382,8458
18036,4497
13685,4497
24924,1829
24928,2444
18371,7884
13887,3890
13887,3591
22125,1559
24960,5313
24850,4170
24992,4393
24043,4573
24995,4663
24571,9920
24955,4919
25010,3591
25010,2444
19749,5850
25014,9390
25014,4884
25026,6367
25027,4884
25026,2579
25034,7884
25026,4660
22374,8693
20613,2701
25040,5264
25064,5757
24612,1559
19418,8458
25081,8451
25081,3591
10252,843
22049,4389
25095,6186
23875,2579
11113,6447
9452,6967
9452,904
25110,210
15474,1559
25114,2753
25114,4389
25114,5745
19431,1958
19431,1559
21128,6967
24244,7927
25098,2397
20764,904
8088,3531
23965,2868
23965,7387
23196,3289
23196,4170
25144,904
6992,2579
25076,2397
22859,1723
21133,99
25170,1698
8651,6049
25174,1698
25174,6186
25178,2444
25182,4035
25184,7884
18197,4497
17456,5757
24103,6016
5692,5133
25217,4393
25219,5264
24992,6725
25092,1559
21854,9687
1376,4497
8432,6016
25235,7325
22514,4708
23776,2579
23856,3030
25152,4919
25149,5873
25149,1829
25285,1382
25281,4518
23650,99
25303,5313
25306,1419
25310,3716
25359,4839
23546,5850
5177,4954
13602,904
4844,1559
2004,99
20308,4393
20308,9148
15305,99
25401,7500
25409,6511
25315,5533
25407,5245
621,2701
20956,3716
24914,1559
18722,8458
25451,7419
18610,4456
23551,99
17431,210
6061,99
25473,2579
9233,2283
21685,2364
24366,99
13205,1559
25515,8693
25518,8474
25519,4287
25519,4919
25519,7385
25484,776
25519,4795
25519,7884
25519,3894
25519,4518
22042,2444
25532,6196
25541,210
19061,99
19749,9681
25615,3716
22514,843
25639,1111
25645,5061
25639,2364
25639,3300
25422,3894
23817,843
25668,4795
14131,4389
14131,9489
23264,5584
25688,904
10057,861
19915,6016
19915,4170
25701,7884
13050,1559
25703,1698
25712,6218
25712,7325
20573,1419
15765,99
11426,3894
